id,toxicity_score,is_toxic
34497892498,0.001082630711607635,False
34497892644,0.000720169919077307,False
34497892770,0.0007459486369043589,False
34497892775,0.002374983159825206,False
34497892910,0.0007366120698861778,False
34497893484,0.0011206179624423385,False
34497893485,0.004167960025370121,False
34497893871,0.0006589545519091189,False
34497893964,0.000936464755795896,False
34497894019,0.0006159052718430758,False
34497894124,0.0007437095628120005,False
34497894242,0.000708805222529918,False
34497894539,0.0008058801759034395,False
34497894744,0.0007309853099286556,False
34497894921,0.0006723115802742541,False
34497894936,0.0007276931428350508,False
34497894972,0.008056335151195526,False
34497895295,0.0006180615746416152,False
34497895750,0.037793081253767014,False
34497895778,0.0007488770643249154,False
34497895909,0.0005510056507773697,False
34498341068,0.0008806574041955173,False
34498341081,0.0007258210680447519,False
34498341124,0.0007374967099167407,False
34498341213,0.0016223606653511524,False
34498341308,0.0007132772007025778,False
34498341394,0.001758422120474279,False
34498341696,0.0007916801841929555,False
34498341731,0.0006366552552208304,False
34498342119,0.0007132772007025778,False
34498342597,0.0015137855662032962,False
34498342640,0.0007811795803718269,False
34498342807,0.0007169494638219476,False
34498342960,0.000651579350233078,False
34498342980,0.0007284754537977278,False
34498343448,0.0007082161027938128,False
34498343516,0.0007324408506974578,False
34498343583,0.0007025432423688471,False
34498343984,0.0007180697866715491,False
34498344011,0.0006970280082896352,False
34498344133,0.0009015906834974885,False
34498344387,0.000893541902769357,False
34498344436,0.0009015906834974885,False
34498815517,0.000622316263616085,False
34498815669,0.0007972008315846324,False
34498815999,0.0010998666984960437,False
34498816083,0.000727812759578228,False
34498816527,0.0038922263775020838,False
34498816975,0.0008484452264383435,False
34498817079,0.0007310493383556604,False
34498817150,0.0007313827518373728,False
34498817164,0.0007215033401735127,False
34498817201,0.0007288112537935376,False
34498817203,0.0024751778692007065,False
34498817290,0.001037387060932815,False
34498817477,0.004151571076363325,False
34498818088,0.0007274986710399389,False
34498818162,0.004067806992679834,False
34498818165,0.0008785181562416255,False
34498818248,0.0049880268052220345,False
34498818654,0.0006829032790847123,False
34498818726,0.0005794857861474156,False
34498818757,0.0007628066232427955,False
34498818837,0.0011146309552714229,False
34498818840,0.0007195103098638356,False
34498818938,0.0028745594900101423,False
34498818948,0.0059331557713449,False
34498819037,0.0036387413274496794,False
34498819309,0.0007327749044634402,False
34498819437,0.0008048153831623495,False
34499303795,0.0007416033768095076,False
34499303836,0.0005798664642497897,False
34499304657,0.004370931535959244,False
34499304791,0.002419444965198636,False
34499304855,0.0007324408506974578,False
34499305068,0.0007128014694899321,False
34499305165,0.0011614314280450344,False
34499305188,0.0006395101081579924,False
34499305308,0.0018645516829565167,False
34499305356,0.000578826991841197,False
34499305638,0.009160798043012619,False
34499305701,0.0008959104306995869,False
34499305899,0.0007339658914133906,False
34499306051,0.0007335353875532746,False
34499306343,0.003375712316483259,False
